LQGmu1_higher,ReturnMean,Regret,LQGmu1_actor,Regret/t,ReturnLastEpisode,LQGsigma_higher
-1.0,0.9948433036025058,-6.721482770188913e-05,-0.80105674,-6.721482770188913e-05,17.350067214827703,0.14999999
-0.97979796,0.9922700236337345,0.08962157565534312,-0.93843055,0.04481078782767156,17.260311209516956,0.14999999
-0.959596,0.9902768765701403,0.23871381785025747,-1.1367114,0.0795712726167525,17.200907757805087,0.14999999
-0.93939394,0.9899948018101846,0.33796262572152,-0.9385485,0.08449065643038,17.25075119212874,0.14999999
-0.9191919,0.989203265392929,0.49147525773658884,-1.1450281,0.09829505154731777,17.196487367984933,0.14999999
-0.8989899,0.9897546030636973,0.532078335414699,-0.8608739,0.08867972256911649,17.30939692232189,0.14999999
-0.8787879,0.9901349923921832,0.5743201287622632,-0.8701753,0.08204573268032332,17.307758206652437,0.14999999
-0.85858583,0.9903409192554121,0.6276349454848926,-0.8822081,0.07845436818561158,17.296685183277372,0.14999999
-0.83838385,0.9910845455957025,0.589369723298514,-0.69878364,0.065485524810946,17.38826522218638,0.14999999
-0.8181818,0.9915745828888916,0.5693927441772892,-0.647207,0.056939274417728926,17.369976979121226,0.14999999
-0.7979798,0.9910552465336128,0.7259615049917016,-1.0912893,0.06599650045379106,17.19343123918559,0.14999999
-0.7777778,0.9910008430353981,0.8033435695518527,-0.92607945,0.06694529746265439,17.27261793543985,0.14999999
-0.75757575,0.99117441930208,0.8309356558324446,-0.834987,0.0639181273717265,17.32240791371941,0.14999999
-0.7373737,0.9913249604878657,0.8580976472827118,-0.8221736,0.06129268909162227,17.322838008549734,0.14999999
-0.7171717,0.9915419679961377,0.8626211722103676,-0.8143098,0.05750807814735784,17.345476475072346,0.14999999
-0.6969697,0.9918536929295148,0.8331455249481934,-0.71394974,0.052071595309262086,17.379475647262176,0.14999999
-0.67676765,0.9921221293002372,0.8056311050656824,-0.4397048,0.04739006500386367,17.377514419882512,0.14999999
-0.65656567,0.9917891880464522,0.9575380884577172,-1.0120815,0.05319656046987317,17.198093016607967,0.14999999
-0.6363636,0.9919834686061654,0.9463578426610013,-0.749288,0.04980830750847375,17.361180245796717,0.14999999
-0.61616164,0.9918587052806277,1.039683598117044,-0.35641822,0.051984179905852204,17.25667424454396,0.14999999
-0.5959596,0.9919581797304661,1.055236255514096,-0.4528997,0.050249345500671234,17.33444734260295,0.14999999
-0.57575756,0.9922248161295483,1.0031825474149052,-0.5183451,0.04559920670067751,17.402053708099192,0.14999999
-0.5555556,0.99244285777619,0.9613208888146723,-0.57907766,0.04179656038324662,17.391861658600234,0.14999999
-0.53535354,0.9925332292544558,0.9652915632549863,-0.4052266,0.0402204818022911,17.346029325559687,0.14999999
